89.58,88.53,87.06,85.44,84.04,82.62,81.32,80.02,78.74,77.56,76.38
85.32,85.42,85.23,85.17,85.12,84.95,84.99,84.98,84.91,84.90,84.86
78.57,78.38,78.05,77.91,78.00,78.06,78.08,78.00,78.00,78.03,78.02
