89.96,55.51,43.72,37.85,34.25,31.83,30.13,28.87,27.89,27.11,26.48,25.94,25.50,25.10,24.76,24.45,24.18,23.94,23.72,23.51,23.35,23.19,23.06,22.94,22.83,22.73,22.64,22.56,22.47,22.39,22.32,22.24,22.18,22.12,22.06,22.01,21.95,21.90,21.85,21.80,21.76,21.72,21.69,21.65,21.60,21.56,21.53,21.50,21.46,21.43,21.41,21.38,21.35,21.32,21.30,21.27,21.26,21.24,21.22,21.20,21.18,21.16,21.14,21.12,21.10,21.08,21.07,21.05,21.04,21.02,21.00,20.99,20.97,20.95,20.94,20.93,20.92,20.91,20.90,20.89,20.88,20.87,20.85,20.84,20.84,20.82,20.81,20.80,20.79,20.79,20.78,20.77,20.76,20.76,20.75,20.74,20.73,20.73,20.72,20.72,20.71
94.20,93.74,93.35,92.99,92.62,92.15,91.52,90.84,89.90,88.83,87.59,86.27,84.83,83.37,81.84,80.29,78.75,77.19,75.68,74.19,72.73,71.30,69.91,68.57,67.28,66.04,64.85,63.70,62.62,61.56,60.55,59.58,58.67,57.77,56.92,56.09,55.30,54.56,53.83,53.14,52.47,51.82,51.20,50.59,50.01,49.46,48.92,48.39,47.89,47.40,46.92,46.47,46.03,45.60,45.19,44.79,44.40,44.03,43.66,43.31,42.97,42.64,42.31,42.00,41.69,41.39,41.10,40.82,40.55,40.28,40.02,39.76,39.51,39.27,39.03,38.80,38.57,38.36,38.14,37.93,37.72,37.52,37.33,37.14,36.95,36.77,36.59,36.41,36.24,36.07,35.90,35.74,35.58,35.43,35.27,35.12,34.98,34.83,34.69,34.55,34.41
87.57,87.27,86.87,86.37,85.80,85.15,84.38,83.50,82.60,81.61,80.59,79.56,78.46,77.33,76.21,75.11,73.97,72.87,71.79,70.71,69.67,68.62,67.62,66.62,65.66,64.71,63.79,62.89,62.01,61.18,60.36,59.56,58.78,58.03,57.31,56.59,55.91,55.23,54.58,53.96,53.35,52.77,52.20,51.64,51.10,50.58,50.07,49.58,49.10,48.64,48.19,47.76,47.33,46.92,46.53,46.13,45.76,45.39,45.02,44.68,44.34,44.00,43.68,43.36,43.06,42.76,42.46,42.17,41.89,41.62,41.36,41.10,40.85,40.60,40.36,40.12,39.89,39.67,39.45,39.24,39.02,38.82,38.62,38.42,38.23,38.04,37.85,37.66,37.48,37.31,37.14,36.97,36.80,36.64,36.48,36.32,36.17,36.01,35.87,35.72,35.58
