80.03,67.27,56.05,48.52,43.56,39.99,37.33,35.29,33.68,32.35,31.26,30.35,29.55,28.86,28.28,27.77,27.31,26.90,26.53,26.20,25.90,25.63,25.39,25.16,24.95,24.76,24.58,24.42,24.26,24.12,23.98
93.86,93.92,93.85,93.79,93.72,93.71,93.68,93.58,93.53,93.50,93.46,93.39,93.32,93.24,93.13,92.99,92.82,92.56,92.15,91.57,90.72,89.52,87.99,86.17,84.15,82.04,79.97,77.94,76.02,74.21,72.49
86.58,86.73,86.86,86.86,86.87,86.84,86.83,86.77,86.74,86.75,86.71,86.65,86.57,86.50,86.39,86.28,86.13,85.90,85.59,85.11,84.39,83.43,82.16,80.63,78.88,77.04,75.18,73.35,71.60,69.94,68.35
88.37,88.46,88.18,88.02,87.94,87.85,87.82,87.76,87.70,87.67,87.59,87.52,87.43,87.35,87.24,87.09,86.82,86.41,85.81,84.96,83.79,82.33,80.58,78.68,76.71,74.75,72.85,71.04,69.34,67.73,66.21
87.68,87.95,87.95,88.04,88.01,87.91,87.88,87.83,87.75,87.72,87.69,87.63,87.54,87.43,87.32,87.20,87.05,86.87,86.60,86.23,85.69,84.92,83.85,82.53,80.94,79.18,77.34,75.52,73.74,72.02,70.40
